0.81472	5.054
0.90579	4.0695
0.12699	4.9983
0.91338	5.2911
0.63236	4.1913
0.09754	1.5148
0.2785	1.7706
0.54688	1.8722
0.95751	4.4496
0.96489	3.8416
0.15761	3.1206
0.97059	4.5942
0.95717	6.6405
0.48538	4.9667
0.80028	4.5649
0.14189	2.1429
0.42176	4.4174
0.91574	3.6007
0.79221	5.0503
0.95949	4.2094
0.65574	3.5669
0.035712	1.4353
0.84913	5.123
0.93399	4.0239
0.67874	2.9726
0.75774	4.8262
0.74313	3.806
0.39223	3.5383
0.65548	3.6145
0.17119	2.7831
0.70605	1.5537
0.031833	2.5614
0.27692	4.6843
0.046171	3.1778
0.097132	3.2023
0.82346	4.2306
0.69483	4.2655
0.3171	3.1955
0.95022	4.9471
0.034446	1.2729
0.43874	2.964
0.38156	2.9699
0.76552	3.8159
0.7952	5.2224
0.18687	5.099
0.48976	2.146
0.44559	3.4651
0.64631	2.4966
0.70936	5.4306
0.75469	5.674
0.27603	1.1655
0.6797	5.9828
0.6551	2.8806
0.16261	2.7147
0.119	3.4559
0.49836	3.6423
0.95974	7.1749
0.34039	5.7737
0.58527	3.8941
0.22381	0.76437
0.75127	3.8888
0.2551	1.9172
0.50596	2.7531
0.69908	2.9695
0.8909	4.7509
0.95929	6.9845
0.54722	2.9258
0.13862	2.1354
0.14929	3.6144
0.25751	3.9853
0.84072	5.0077
0.25428	3.7889
0.81428	5.3136
0.24352	2.3488
0.92926	5.2167
0.34998	2.7508
0.1966	1.6899
0.25108	3.388
0.61604	3.9156
0.47329	3.2327
0.35166	3.3467
0.83083	5.4802
0.58526	4.1487
0.54972	24.968
0.91719	5.0314
0.28584	2.9087
0.7572	3.4971
0.75373	38.632
0.38045	4.5502
0.56782	3.1694
0.075854	4.1553
0.05395	1.9856
0.5308	3.3486
0.77917	3.4399
0.93401	4.0097
0.12991	1.4367
0.56882	4.0604
0.46939	5.0052
0.011902	2.5632
0.33712	3.8656
0.16218	3.8284
0.79428	1.8833
0.31122	2.7661
0.52853	26.706
0.16565	3.2142
0.60198	2.5011
0.26297	1.783
0.65408	4.7529
0.68921	3.9511
0.74815	4.7975
0.45054	2.391
0.083821	0.61766
0.22898	3.4481
0.91334	5.9333
0.15238	4.0892
0.82582	2.9453
0.53834	2.2782
0.99613	3.5146
0.078176	2.1929
0.44268	2.7125
0.10665	3.6341
0.9619	3.4306
0.0046342	0.27155
0.77491	4.53
0.8173	5.6448
0.86869	3.8033
0.084436	0.98767
0.39978	3.05
0.25987	1.1432
0.80007	4.4175
0.43141	4.1226
0.91065	4.9497
0.18185	0.6363
0.2638	2.2546
0.14554	2.1346
0.13607	4.2218
0.86929	5.5227
0.5797	3.682
0.54986	4.9589
0.14495	1.3901
0.85303	4.2108
0.62206	5.2787
0.35095	14.297
0.51325	4.2701
0.40181	3.6962
0.075967	1.6418
0.23992	3.4646
0.12332	1.5418
0.18391	3.1262
0.23995	3.0017
0.41727	4.3911
0.049654	1.7231
0.90272	5.3443
0.94479	5.6275
0.49086	2.5742
0.48925	3.624
0.33772	4.6104
0.90005	4.8126
0.36925	2.7991
0.1112	2.7903
0.78025	4.0657
0.38974	3.6124
0.24169	2.5903
0.40391	3.1934
0.096455	2.7502
0.13197	3.7582
0.94205	5.278
0.95613	6.5168
0.57521	1.6973
0.05978	1.7301
0.23478	2.9403
0.35316	2.2243
0.82119	3.1876
0.015403	2.6632
0.043024	2.7418
0.16899	2.7964
0.64912	4.3427
0.73172	3.3246
0.64775	3.4455
0.45092	3.2461
0.54701	2.9532
0.29632	3.2208
0.74469	6.5993
0.18896	2.0846
0.68678	4.7078
0.18351	1.5161
0.36848	4.445
0.62562	16.362
0.78023	4.5494
0.081126	1.6248
0.92939	5.3002
0.77571	4.3385
0.48679	3.4164
0.43586	6.2567
0.44678	2.7103
0.30635	2.8722
0.50851	6.2086
0.51077	2.3856
0.81763	5.0059
0.79483	3.308
0.64432	4.9636
0.37861	3.4634
0.81158	36.359
0.53283	3.3196
0.35073	3.2974
0.939	6.2895
0.87594	2.3527
0.55016	2.0172
0.62248	4.2829
0.58704	3.1064
0.20774	2.3269
0.30125	1.4068
0.47092	2.5079
0.23049	2.2873
0.84431	3.8071
0.19476	1.7178
0.22592	2.2559
0.17071	1.5695
0.22766	4.0249
0.4357	2.3187
0.3111	4.7512
0.92338	4.3957
0.43021	1.8389
0.18482	1.9358
0.90488	5.6491
0.97975	5.9952
0.43887	3.4768
0.11112	2.6208
0.25806	3.4071
0.40872	1.7671
0.5949	3.203
0.26221	0.95649
0.60284	3.3594
0.71122	5.0829
0.22175	3.3827
0.11742	4.6401
0.29668	3.0568
0.31878	0.79984
0.42417	4.9619
0.50786	4.8059
0.085516	1.6739
0.26248	3.0101
0.80101	5.1825
0.02922	2.4724
0.92885	5.4829
0.73033	4.0783
0.48861	16.616
0.57853	3.8237
0.23728	1.9222
0.45885	12.925
0.96309	4.8956
0.54681	4.3269
0.52114	2.7085
0.23159	1.6195
0.4889	3.3757
0.62406	3.6194
0.67914	5.2322
0.39552	3.7926
0.36744	3.6428
0.98798	3.519
0.037739	1.1455
0.88517	4.8576
0.91329	4.392
0.79618	5.6786
0.098712	3.6373
0.26187	2.2048
0.33536	3.8812
0.67973	5.4346
0.13655	25.117
0.72123	5.7871
0.10676	3.3827
0.65376	4.1754
0.49417	4.3593
0.77905	4.5316
0.71504	3.7302
0.90372	5.0696
0.89092	4.709
0.33416	2.6379
0.69875	5.8673
0.19781	2.8147
0.030541	4.822
0.74407	3.9361
0.50002	4.0644
0.47992	5.0224
0.90472	7.4434
0.60987	4.1332
0.61767	3.0627
0.85944	5.3817
0.80549	3.0966
0.57672	13.729
0.18292	10.218
0.23993	4.2093
0.88651	6.0967
0.028674	2.0585
0.4899	4.3936
0.16793	2.1825
0.97868	5.5972
0.71269	6.0534
0.50047	3.6582
0.47109	3.1127
0.059619	1.6788
0.68197	4.7624
0.042431	3.4646
0.071445	4.34
0.52165	3.619
0.09673	2.4532
0.81815	3.8217
0.81755	6.0646
0.72244	4.0919
0.14987	1.9764
0.65961	6.1631
0.51859	4.3657
0.97297	5.6353
0.64899	2.9414
0.80033	4.835
0.4538	3.8815
0.43239	2.2049
0.82531	4.2501
